"Mean" "Standard_Deviation"
-0.426842263204999 0.517232322779215
-0.432413706601436 0.514254098622739
-0.442091965710354 0.511355111890955
-0.434738747545588 0.513221779480721
-0.432823107065871 0.50211130084256
-0.422231412421041 0.499380803696235
-0.398527840276784 0.496414974191371
-0.397530031823815 0.488350415956096
-0.372945148178694 0.49233590143871
-0.385911974368756 0.486090353173537
-0.37340357424048 0.501658119028161
-0.386795514282494 0.504022202554366
-0.398556417402967 0.514405887279168
-0.418650023177386 0.519158707301464
-0.445786744879469 0.523010533852878
-0.457597067128441 0.532295077442498
-0.46773849820158 0.534983548284443
-0.476273615519817 0.5266469796382
-0.492481217173863 0.514965164942655
-0.490237022092466 0.511727159135887
-0.481376556875254 0.507244024899446
-0.472271161374233 0.505935825607074
-0.465167182862413 0.496650492683001
-0.466931636858037 0.49416352513101
-0.456073348388374 0.499917041402797
-0.465523614111626 0.496939911731852
-0.473591371595268 0.500859604138714
-0.485720717342044 0.504031086449605
-0.502758114545498 0.51097781054109
-0.532389977845621 0.502228567508829
-0.54333524365482 0.510765390377513
-0.565634867378171 0.505960645189292
-0.586688894931632 0.502857969580664
-0.597501297390814 0.493761334500608
-0.618827689670637 0.476820320542478
-0.624964403875586 0.473315553470456
-0.636254101641439 0.465370258738116
-0.632362554464421 0.464446515213254
-0.647042299185644 0.448356189130886
-0.639170439837088 0.45417748413445
-0.650766599061547 0.435415187693019
-0.64347561151048 0.439054572829361
-0.651164556693492 0.428858159907083
-0.650690647356067 0.422467907266677
-0.657677817617689 0.412172659873605
-0.649913463398223 0.41390865225424
-0.657331728755912 0.403398587353093
-0.649791650775888 0.406732560066143
-0.650085882964349 0.405245136678447
-0.638786117652841 0.406745920616754
-0.627630508778765 0.406446607849098
-0.610316976091184 0.409899464158136
-0.587908105793819 0.412327934430027
-0.56070048662781 0.423702525184987
-0.535149596857153 0.432240480402417
-0.497212981656696 0.447046543329478
-0.455474801367843 0.453313815703999
-0.410425978042701 0.466985806388721
-0.37850059577491 0.469730676048453
-0.344023722869717 0.487077520525064
-0.329830825177335 0.490893942362364
-0.31879465000816 0.505181980880571
-0.330538338184733 0.512353444826477
-0.348673805814878 0.521809303461634
-0.381559511946903 0.523215115176822
-0.40763115076619 0.530355083306967
-0.448992040130673 0.525107180440223
-0.488968051964512 0.516690432867387
-0.515969089224295 0.515718457546694
-0.550628834587635 0.508009756762217
-0.5790070742286 0.503941455064917
-0.61408135059614 0.48695219098297
-0.638464163677026 0.479548459147267
-0.658426817286291 0.474108416362764
-0.680730610515113 0.462922809434828
-0.696860454537311 0.452453201783162
-0.717704995469958 0.440385542391796
-0.728235081891107 0.43390946887823
-0.746453039531081 0.41942308822977
-0.759857338035484 0.411930882788197
-0.772435821436947 0.39959860061143
-0.78529643802215 0.387968016265867
-0.790051635338921 0.38681871276804
-0.804012940949023 0.36865384693125
-0.807519953004614 0.368865406439136
-0.813940118126689 0.361272417551862
-0.816607152350513 0.358706272142219
-0.81907660359779 0.352958262938463
-0.828909222639169 0.339486455313885
-0.830240617051956 0.337324739705877
-0.836096474738561 0.32609934771293
-0.83330624784452 0.327361962570847
-0.840633044730187 0.318023428608224
-0.838671464622039 0.317151800751038
-0.846634332737951 0.302502742989045
-0.843724006389005 0.311231513505768
-0.846806885800067 0.303469576560085
-0.844646060894615 0.306617943950963
-0.850074102332388 0.293598147349502
-0.848145900816133 0.294471736772416
-0.850825758254985 0.286361885737134
-0.849370197710497 0.280747060226216
-0.849369320061008 0.282395846688122
-0.85193559769512 0.273749265309597
-0.851600443447863 0.273898679773314
-0.853831989700923 0.267643582575421
-0.855482408506348 0.267361279888829
-0.855683694404784 0.263167894300505
-0.859350817357242 0.25838587718182
-0.86236393672146 0.253775525409309
-0.865333907807303 0.248854757103561
-0.871257993724788 0.236651534277111
-0.86948423455019 0.24601407653621
-0.872479665887526 0.234827006323259
-0.871601065627396 0.238408856481748
-0.871259759558812 0.231410880569842
-0.868060548913659 0.238514150393593
-0.867484433192209 0.22888219680991
-0.863443833453728 0.236840863950215
-0.853253248424842 0.242827419379914
-0.847180313278997 0.249654995858577
-0.839609765052244 0.250985847592081
-0.829582504910601 0.260819060920931
-0.818666315469592 0.268161191223329
-0.810989627766323 0.274055377908789
-0.802607968873331 0.277189460760662
-0.792303971855324 0.283242040580691
-0.778673356091487 0.292621820867873
-0.767584882633875 0.298930232524365
-0.756261380270565 0.303995909022089
-0.740166158567273 0.31561847179871
-0.724772745115048 0.324612975693917
-0.706561292816437 0.335110325335198
-0.683543208590877 0.343198419121535
-0.658494390685432 0.354609083635378
-0.627911113436285 0.366546143357248
-0.601124344143097 0.372678181876147
-0.572420882081107 0.379159013617282
-0.543929284176739 0.393577860549115
-0.519628096526392 0.3963914233477
-0.494344470117351 0.40867806919103
-0.482314955927027 0.414961845751643
-0.472953509276481 0.430253495451282
-0.472552414240723 0.43501591707462
-0.486265649559617 0.442154684875864
-0.500927542543201 0.440929253624651
-0.523757297710708 0.442735263483539
-0.548467940097901 0.437086059121399
-0.580027569416846 0.431075408462002
-0.602652122000532 0.42600494413232
-0.628750933210098 0.420341802085785
-0.646660326837238 0.415522641430226
-0.666643504276697 0.408032002041015
-0.689496124877466 0.399662926210294
-0.699747710480593 0.39818039027828
-0.72079366235747 0.385090664895625
-0.731110763770027 0.382512742762602
-0.745295250463902 0.376374842601153
-0.75244486095434 0.378035179370901
-0.762161659014952 0.374782176943678
-0.776260730138321 0.364754672142142
-0.782905103368361 0.364398921031497
-0.791520271764733 0.356869769829269
-0.801125193672166 0.352042335954924
-0.808646935936455 0.344029391672897
-0.817311480823937 0.335387963890737
-0.823025677110684 0.330929745397328
-0.829276805830652 0.324868455006623
-0.832063046990534 0.319845383742003
-0.839153927577699 0.310580837380837
-0.836904351118477 0.316410896008974
-0.845324987953421 0.300336352969799
-0.846782668693942 0.301996581397874
-0.84799166909615 0.297070047830107
-0.846940674180708 0.298963075667202
-0.84811629036491 0.294321653026659
-0.854518277196242 0.283529288540177
-0.853972341431985 0.290088003022893
-0.852653863050598 0.289407462784665
-0.85638069616925 0.280887887646435
-0.858057409653447 0.279569358045507
-0.856921267053911 0.279933260496439
-0.860581849519795 0.273106506062452
-0.85674693948804 0.278342556636004
-0.860946084063307 0.269081070159695
-0.859597454175575 0.26630113788672
-0.861616234352671 0.260998696434788
-0.859345816103029 0.264604320717911
-0.861152938041214 0.256927197839614
-0.862344611295007 0.254949963201359
-0.86373964360779 0.252757966051184
-0.865799982741802 0.247164523155422
-0.865509269892856 0.246352518676161
-0.869102691024264 0.241430908238111
-0.870091836793421 0.240258528763574
-0.869626424724919 0.241130411670718
-0.871469904605878 0.233834257354118
-0.866009950881936 0.245280750348431
-0.866421677967916 0.237510574066388
-0.86022024381829 0.239858966617627
-0.85710801489151 0.241029460909102
-0.851436447197881 0.243449666294933
-0.843195357582793 0.245275145718642
-0.83068664489236 0.257709540702382
-0.819734208085016 0.264203551082241
-0.810351920830987 0.266511767844081
-0.795937777851966 0.277378430255114
-0.78512336271975 0.283144628290123
-0.775238649392111 0.289780179453659
-0.765358647125252 0.291895398665106
-0.754864809704094 0.298603946445805
-0.744531481184653 0.293381719401603
-0.73099574890631 0.305125392145907
-0.720141732612047 0.307207860603038
-0.706578799401529 0.312929317544398
-0.696241565486392 0.316104244605395
-0.682507798567667 0.329850901388448
-0.673554247303119 0.331886271196907
-0.654611963814657 0.346207140891472
-0.637202285045032 0.353803080851682
-0.603647009870034 0.376023350629394
-0.586859660475181 0.38443094468263
-0.566245120153947 0.405682939251113
-0.546461054248133 0.417551085600874
-0.532902132374977 0.435444895271255
-0.512940305183018 0.449916832948045
-0.511702556613722 0.45584220215592
-0.5119517856824 0.467120110704852
-0.524612826135273 0.473636951375615
-0.528015173066942 0.484336508039607
-0.553533188294273 0.477943211352144
-0.574603930579012 0.478500823499472
-0.594781725042866 0.475213710462973
-0.60764920092893 0.472643800063862
-0.632771072448368 0.464510313173572
-0.652238065063809 0.455088703543338
-0.666002809711351 0.450192397521619
-0.685833187153975 0.440280705771727
-0.703290843027975 0.42884695430969
-0.712965801911417 0.424843054835126
-0.725283658470045 0.418953931068879
-0.73457911495192 0.41566246428359
-0.748124473747387 0.408493993310446
-0.76417667408878 0.39646305703138
-0.7746290857976 0.38954395446989
